,Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield,% Cash Dividend,% Bonus Dividend,EPS,NAV,Price,Price Vs EPS Correlation,Price Vs NAV Correlation,Efficient(EPS),Efficient(NAV)
124,BATA SHOE COMPANY (BD) LIMITED,2024,21.62,0,0.0,0,220.22,0.0,295.74,0,445%C,4.84,445.0,0.0,21.62,220.22,919.4214876033059,0.936287519553434,-0.5697136152803425,Yes,No
125,BBS CABLES PLC.,2020,6.66,0,0.0,0,32.52,0.0,1162.64,0,"10%C,10%B",1.83,10.0,10.0,5.994,29.268,49.18032786885245,0.6989548671951253,-0.04060252924842656,Yes,No
126,BBS CABLES PLC.,2021,4.84,0,0.0,0,33.5,0.0,930.27,0,"10%C,5%B",1.58,10.0,5.0,4.598,31.825,60.12658227848101,0.6989548671951253,-0.04060252924842656,Yes,No
127,BBS CABLES PLC.,2022,4.01,0,0.0,0,34.96,0.0,807.66,0,"8%C,5%B",1.48,8.0,5.0,3.8095,33.212,51.351351351351354,0.6989548671951253,-0.04060252924842656,Yes,No
128,BBS CABLES PLC.,2023,0.46,0,0.0,0,32.99,0.0,97.44,0,2%C,0.4,2.0,0.0,0.46,32.99,50.0,0.6989548671951253,-0.04060252924842656,Yes,No
129,BBS CABLES PLC.,2024,-0.63,0,0.0,0,32.16,0.0,-133.42,0,1%C,0.39,1.0,0.0,-0.63,32.16,25.641025641025646,0.6989548671951253,-0.04060252924842656,Yes,No
130,BDCOM ONLINE LIMITED,2020,1.15,0,0.0,0,15.69,0.0,59.36,0,"5%C,5%B",2.94,5.0,5.0,1.0924999999999998,14.9055,16.15646258503401,0.6767774786670948,0.9437712537894813,Yes,Yes
131,BDCOM ONLINE LIMITED,2021,1.1,0,0.0,0,15.57,0.0,60.03,0,"5%C,5%B",2.08,5.0,5.0,1.0450000000000002,14.791500000000001,22.83653846153846,0.6767774786670948,0.9437712537894813,Yes,Yes
132,BDCOM ONLINE LIMITED,2022,1.4,0,0.0,0,15.75,0.0,80.18,0,10%C,2.99,10.0,0.0,1.4,15.75,33.44481605351171,0.6767774786670948,0.9437712537894813,Yes,Yes
133,BDCOM ONLINE LIMITED,2023,1.31,0,0.0,0,16.06,0.0,74.55,0,10%C,2.55,10.0,0.0,1.31,16.06,39.21568627450981,0.6767774786670948,0.9437712537894813,Yes,Yes
134,BDCOM ONLINE LIMITED,2024,0.89,0,0.0,0,15.95,0.0,50.9,0,"5%C,5%B",1.95,5.0,5.0,0.8455,15.1525,24.35897435897436,0.6767774786670948,0.9437712537894813,Yes,Yes
135,BEACON PHARMACEUTICALS PLC.,2020,1.65,0,0.0,0,20.04,0.0,380.69,0,6%C,0.99,6.0,0.0,1.65,20.04,60.60606060606061,0.42495181924701175,0.8081628644697916,Yes,Yes
136,BEACON PHARMACEUTICALS PLC.,2021,3.74,0,0.0,0,23.18,0.0,863.17,0,15%C,1.21,15.0,0.0,3.74,23.18,123.96694214876034,0.42495181924701175,0.8081628644697916,Yes,Yes
137,BEACON PHARMACEUTICALS PLC.,2022,4.05,0,0.0,0,25.73,0.0,935.04,0,16%C,0.62,16.0,0.0,4.05,25.73,258.0645161290323,0.42495181924701175,0.8081628644697916,Yes,Yes
138,BEACON PHARMACEUTICALS PLC.,2023,2.21,0,0.0,0,25.72,0.0,509.87,0,16%C,0.63,16.0,0.0,2.21,25.72,253.968253968254,0.42495181924701175,0.8081628644697916,Yes,Yes
139,BEACON PHARMACEUTICALS PLC.,2024,2.26,0,0.0,0,26.37,0.0,521.01,0,20%C,1.31,20.0,0.0,2.26,26.37,152.67175572519082,0.42495181924701175,0.8081628644697916,Yes,Yes
140,BERGER PAINTS BANGLADESH LTD.,2020,52.22,0,0.0,0,204.2,0.0,2422.08,0,295%C,2.25,295.0,0.0,52.22,204.2,1311.111111111111,0.8497220181723216,0.7009251350373193,Yes,Yes
141,BERGER PAINTS BANGLADESH LTD.,2021,58.03,0,0.0,0,232.78,0.0,2691.53,0,375%C,2.14,375.0,0.0,58.03,232.78,1752.3364485981308,0.8497220181723216,0.7009251350373193,Yes,Yes
142,BERGER PAINTS BANGLADESH LTD.,2022,62.68,0,0.0,0,227.39,0.0,2906.96,0,400%C,2.28,400.0,0.0,62.68,227.39,1754.3859649122808,0.8497220181723216,0.7009251350373193,Yes,Yes
143,BERGER PAINTS BANGLADESH LTD.,2023,64.91,0,0.0,0,279.78,0.0,3010.45,0,400%C,2.33,400.0,0.0,64.91,279.78,1716.7381974248926,0.8497220181723216,0.7009251350373193,Yes,Yes
144,BERGER PAINTS BANGLADESH LTD.,2024,69.92,0,0.0,0,309.53,0.0,3242.91,0,500%C,2.7,500.0,0.0,69.92,309.53,1851.851851851852,0.8497220181723216,0.7009251350373193,Yes,Yes
145,BEXIMCO PHARMACEUTICALS LTD.,2020,8.67,0,0.0,0,80.12,0.0,3514.69,0,"15%C,10%B",2.17,15.0,10.0,7.803,72.108,62.21198156682028,0.6301265222690678,0.3530445237108659,Yes,Yes
146,BEXIMCO PHARMACEUTICALS LTD.,2021,11.49,0,0.0,0,83.01,0.0,5127.69,0,35%C,1.97,35.0,0.0,11.49,83.01,177.66497461928935,0.6301265222690678,0.3530445237108659,Yes,Yes
147,BEXIMCO PHARMACEUTICALS LTD.,2022,11.2,0,0.0,0,91.01,0.0,4998.63,0,35%C,2.26,35.0,0.0,11.2,91.01,154.86725663716817,0.6301265222690678,0.3530445237108659,Yes,Yes
148,BEXIMCO PHARMACEUTICALS LTD.,2023,10.34,0,0.0,0,97.91,0.0,4614.07,0,35%C,2.4,35.0,0.0,10.34,97.91,145.83333333333334,0.6301265222690678,0.3530445237108659,Yes,Yes
149,BEXIMCO PHARMACEUTICALS LTD.,2024,13.07,0,0.0,0,107.48,0.0,5829.53,0,40%C,3.34,40.0,0.0,13.07,107.48,119.76047904191618,0.6301265222690678,0.3530445237108659,Yes,Yes
150,BRAC BANK PLC.,2020,3.33,0,0.0,0,36.63,0.0,4413.38,0,"10%C,5%B",2.26,10.0,5.0,3.1635,34.798500000000004,42.0353982300885,-0.052518038480293426,0.10311288492477623,No,Yes
151,BRAC BANK PLC.,2021,3.93,0,0.0,0,41.08,0.0,5464.67,0,"7.5%C,7.5%B",1.36,7.5,7.5,3.63525,37.998999999999995,51.0110294117647,-0.052518038480293426,0.10311288492477623,No,Yes
152,BRAC BANK PLC.,2022,4.02,0,0.0,0,40.86,0.0,6013.97,0,"7.5%C,7.5%B",1.95,7.5,7.5,3.7184999999999997,37.7955,35.57692307692308,-0.052518038480293426,0.10311288492477623,No,Yes
153,BRAC BANK PLC.,2023,4.73,0,0.0,0,41.36,0.0,7610.1,0,"10%C,10%B",2.78,10.0,10.0,4.257000000000001,37.224,32.37410071942446,-0.052518038480293426,0.10311288492477623,No,Yes
154,BRAC BANK PLC.,2024,6.95,0,0.0,0,44.11,0.0,12296.24,0,"12.5%C,12.5%B",2.57,12.5,12.5,6.08125,38.59625,42.55836575875487,-0.052518038480293426,0.10311288492477623,No,Yes
155,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED,2020,60.48,0,0.0,0,188.89,0.0,10886.84,0,"600%C,200%B",5.08,600.0,200.0,-60.48,-188.89,-1181.1023622047244,0.9859174155930821,0.9700905333879172,Yes,Yes
156,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED,2021,27.72,0,0.0,0,68.13,0.0,14968.53,0,275%C,4.33,275.0,0.0,27.72,68.13,635.1039260969976,0.9859174155930821,0.9700905333879172,Yes,Yes
157,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED,2022,33.1,0,0.0,0,76.27,0.0,17872.02,0,200%C,3.86,200.0,0.0,33.1,76.27,518.1347150259068,0.9859174155930821,0.9700905333879172,Yes,Yes
158,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED,2023,33.11,0,0.0,0,99.33,0.0,17878.67,0,100%C,1.93,100.0,0.0,33.11,99.33,518.1347150259068,0.9859174155930821,0.9700905333879172,Yes,Yes
159,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED,2024,32.42,0,0.0,0,106.88,0.0,17508.5,0,300%C,8.23,300.0,0.0,32.42,106.88,364.5200486026731,0.9859174155930821,0.9700905333879172,Yes,Yes
160,BSRM STEELS LIMITED,2020,1.97,0,0.0,0,56.84,0.0,742.28,0,15%C,4.46,15.0,0.0,1.97,56.84,33.6322869955157,0.8953836536471607,0.7014348266280082,Yes,Yes
161,BSRM STEELS LIMITED,2021,8.1,0,0.0,0,62.38,0.0,3047.09,0,40%C,7.14,40.0,0.0,8.1,62.38,56.022408963585434,0.8953836536471607,0.7014348266280082,Yes,Yes
162,BSRM STEELS LIMITED,2022,8.72,0,0.0,0,68.99,0.0,3278.5,0,30%C,4.46,30.0,0.0,8.72,68.99,67.2645739910314,0.8953836536471607,0.7014348266280082,Yes,Yes
163,BSRM STEELS LIMITED,2023,7.92,0,0.0,0,73.32,0.0,2979.4,0,25%C,3.85,25.0,0.0,7.92,73.32,64.93506493506493,0.8953836536471607,0.7014348266280082,Yes,Yes
164,BSRM STEELS LIMITED,2024,10.1,0,0.0,0,80.93,0.0,3796.57,0,32%C,5.38,32.0,0.0,10.1,80.93,59.479553903345725,0.8953836536471607,0.7014348266280082,Yes,Yes
165,CENTRAL INSURANCE COMPANY LTD.,2020,2.18,0,0.0,0,25.02,0.0,107.98,0,"6%C,7.5%B",0.96,6.0,7.5,2.0165,23.1435,57.8125,0.5281041220932511,-0.6621370132491444,Yes,No
166,CENTRAL INSURANCE COMPANY LTD.,2021,2.41,0,0.0,0,49.35,0.0,127.89,0,18%C,3.24,18.0,0.0,2.41,49.35,55.55555555555555,0.5281041220932511,-0.6621370132491444,Yes,No
167,CENTRAL INSURANCE COMPANY LTD.,2022,2.03,0,0.0,0,49.48,0.0,107.93,0,15%C,4.2,15.0,0.0,2.03,49.48,35.714285714285715,0.5281041220932511,-0.6621370132491444,Yes,No
168,CENTRAL INSURANCE COMPANY LTD.,2023,1.98,0,0.0,0,49.96,0.0,105.15,0,12%C,3.2,12.0,0.0,1.98,49.96,37.49999999999999,0.5281041220932511,-0.6621370132491444,Yes,No
169,CENTRAL INSURANCE COMPANY LTD.,2024,1.85,0,0.0,0,50.17,0.0,98.16,0,12%C,2.82,12.0,0.0,1.85,50.17,42.5531914893617,0.5281041220932511,-0.6621370132491444,Yes,No
170,CITY INSURANCE PLC.,2020,1.77,0,0.0,0,16.88,0.0,120.75,0,10%C,3.32,10.0,0.0,1.77,16.88,30.120481927710845,0.5518635092618313,0.6007949402442514,Yes,Yes
171,CITY INSURANCE PLC.,2021,1.68,0,0.0,0,17.53,0.0,114.72,0,10%C,2.33,10.0,0.0,1.68,17.53,42.91845493562232,0.5518635092618313,0.6007949402442514,Yes,Yes
172,CITY INSURANCE PLC.,2022,2.25,0,0.0,0,18.57,0.0,153.0,0,10.5%C,4.05,10.5,0.0,2.25,18.57,25.92592592592593,0.5518635092618313,0.6007949402442514,Yes,Yes
173,CITY INSURANCE PLC.,2023,3.02,0,0.0,0,20.4,0.0,205.64,0,12%C,2.38,12.0,0.0,3.02,20.4,50.42016806722689,0.5518635092618313,0.6007949402442514,Yes,Yes
174,CITY INSURANCE PLC.,2024,3.08,0,0.0,0,21.15,0.0,209.68,0,10%C,2.28,10.0,0.0,3.08,21.15,43.85964912280702,0.5518635092618313,0.6007949402442514,Yes,Yes
175,CONFIDENCE CEMENT PLC,2020,8.3,0,0.0,0,66.73,0.0,618.68,0,"15%C,5%B",1.55,15.0,5.0,7.885000000000001,63.3935,91.93548387096773,0.5564918497972995,0.17328738476346345,Yes,Yes
176,CONFIDENCE CEMENT PLC,2021,15.86,0,0.0,0,74.26,0.0,1240.74,0,25%C,1.85,25.0,0.0,15.86,74.26,135.13513513513513,0.5564918497972995,0.17328738476346345,Yes,Yes
177,CONFIDENCE CEMENT PLC,2022,1.43,0,0.0,0,72.24,0.0,111.67,0,"5%C, 5%B",0.48,5.0,5.0,1.3585,68.628,98.95833333333333,0.5564918497972995,0.17328738476346345,Yes,Yes
178,CONFIDENCE CEMENT PLC,2023,3.31,0,0.0,0,69.89,0.0,271.56,0,"5%C,5%B",0.56,5.0,5.0,3.1445,66.3955,84.82142857142856,0.5564918497972995,0.17328738476346345,Yes,Yes
179,CONFIDENCE CEMENT PLC,2024,8.73,0,0.0,0,74.75,0.0,753.33,0,10%C,1.51,10.0,0.0,8.73,74.75,66.22516556291392,0.5564918497972995,0.17328738476346345,Yes,Yes
180,COPPERTECH INDUSTRIES LTD.,2020,0.35,0,0.0,0,11.24,0.0,21.61,0,2.5%C,1.21,2.5,0.0,0.35,11.24,20.66115702479339,0.5875863511260618,0.47621585084285395,Yes,Yes
181,COPPERTECH INDUSTRIES LTD.,2021,1.02,0,0.0,0,12.08,0.0,64.42,0,5%C,1.46,5.0,0.0,1.02,12.08,34.24657534246575,0.5875863511260618,0.47621585084285395,Yes,Yes
182,COPPERTECH INDUSTRIES LTD.,2022,1.78,0,0.0,0,13.37,0.0,112.39,0,"4%C,4%B",1.01,4.0,4.0,1.7088,12.835199999999999,38.01980198019802,0.5875863511260618,0.47621585084285395,Yes,Yes
183,COPPERTECH INDUSTRIES LTD.,2023,0.61,0,0.0,0,13.19,0.0,39.68,0,2%C,0.51,2.0,0.0,0.61,13.19,39.21568627450981,0.5875863511260618,0.47621585084285395,Yes,Yes
184,COPPERTECH INDUSTRIES LTD.,2024,0.9,0,0.0,0,13.89,0.0,58.76,0,4%C,1.42,4.0,0.0,0.9,13.89,28.169014084507044,0.5875863511260618,0.47621585084285395,Yes,Yes
185,CROWN CEMENT PLC.,2020,-0.89,0,0.0,0,46.38,0.0,-132.45,0,10%C,2.28,10.0,0.0,-0.89,46.38,43.85964912280702,0.17976641310800626,0.32597848745812236,Yes,Yes
186,CROWN CEMENT PLC.,2021,5.79,0,0.0,0,52.69,0.0,859.22,0,20%C,2.79,20.0,0.0,5.79,52.69,71.68458781362007,0.17976641310800626,0.32597848745812236,Yes,Yes
187,CROWN CEMENT PLC.,2022,-1.54,0,0.0,0,49.18,0.0,-229.27,0,10%C,1.28,10.0,0.0,-1.54,49.18,78.125,0.17976641310800626,0.32597848745812236,Yes,Yes
188,CROWN CEMENT PLC.,2023,4.11,0,0.0,0,52.22,0.0,610.45,0,20%C,2.7,20.0,0.0,4.11,52.22,74.07407407407408,0.17976641310800626,0.32597848745812236,Yes,Yes
189,CROWN CEMENT PLC.,2024,6.74,0,0.0,0,56.99,0.0,1001.37,0,21%C,3.43,21.0,0.0,6.74,56.99,61.224489795918366,0.17976641310800626,0.32597848745812236,Yes,Yes
190,CRYSTAL INSURANCE COMPANY LIMITED,2020,4.58,0,0.0,0,20.98,0.0,115.45,0,10%C,2.54,10.0,0.0,4.58,20.98,39.370078740157474,-0.5385092691160929,0.27098683018166403,No,Yes
191,CRYSTAL INSURANCE COMPANY LIMITED,2021,2.83,0,0.0,0,22.8,0.0,113.17,0,10%C,1.77,10.0,0.0,2.83,22.8,56.49717514124294,-0.5385092691160929,0.27098683018166403,No,Yes
192,CRYSTAL INSURANCE COMPANY LIMITED,2022,2.72,0,0.0,0,24.31,0.0,108.96,0,10%C,2.48,10.0,0.0,2.72,24.31,40.322580645161295,-0.5385092691160929,0.27098683018166403,No,Yes
193,CRYSTAL INSURANCE COMPANY LIMITED,2023,3.05,0,0.0,0,25.87,0.0,121.87,0,"7%C,10%B",0.88,7.0,10.0,2.7449999999999997,23.283,71.5909090909091,-0.5385092691160929,0.27098683018166403,No,Yes
194,CRYSTAL INSURANCE COMPANY LIMITED,2024,3.13,0,0.0,0,25.67,0.0,137.64,0,12%C,2.12,12.0,0.0,3.13,25.67,56.60377358490566,-0.5385092691160929,0.27098683018166403,No,Yes
195,DAFFODIL COMPUTERS PLC.,2020,0.91,0,0.0,0,13.75,0.0,45.47,0,8%C,1.5,8.0,0.0,0.91,13.75,53.333333333333336,-0.8856571846038019,-0.8673991682752132,No,No
196,DAFFODIL COMPUTERS PLC.,2021,0.7,0,0.0,0,13.42,0.0,34.77,0,6%C,0.96,6.0,0.0,0.7,13.42,62.5,-0.8856571846038019,-0.8673991682752132,No,No
197,DAFFODIL COMPUTERS PLC.,2022,0.67,0,0.0,0,13.49,0.0,33.47,0,5%C,0.7,5.0,0.0,0.67,13.49,71.42857142857143,-0.8856571846038019,-0.8673991682752132,No,No
198,DAFFODIL COMPUTERS PLC.,2023,0.54,0,0.0,0,13.53,0.0,26.98,0,5%C,0.75,5.0,0.0,0.54,13.53,66.66666666666666,-0.8856571846038019,-0.8673991682752132,No,No
199,DAFFODIL COMPUTERS PLC.,2024,0.21,0,0.0,0,13.24,0.0,10.58,0,5%C,0.65,5.0,0.0,0.21,13.24,76.92307692307692,-0.8856571846038019,-0.8673991682752132,No,No
200,DBH FINANCE PLC.,2020,5.78,0,0.0,0,41.72,0.0,890.93,0,"15%C,15%B",1.62,15.0,15.0,4.913,35.461999999999996,78.7037037037037,0.16795018215964375,-0.9482462592825248,Yes,No
201,DBH FINANCE PLC.,2021,5.89,0,0.0,0,40.87,0.0,1043.89,0,"15%C,10%B",1.95,15.0,10.0,5.301,36.783,69.23076923076924,0.16795018215964375,-0.9482462592825248,Yes,No
202,DBH FINANCE PLC.,2022,5.21,0,0.0,0,41.0,0.0,1016.73,0,"15%C,2%B",2.6,15.0,2.0,5.1058,40.18,56.53846153846153,0.16795018215964375,-0.9482462592825248,Yes,No
203,DBH FINANCE PLC.,2023,4.95,0,0.0,0,43.63,0.0,984.45,0,15%C,2.63,15.0,0.0,4.95,43.63,57.03422053231939,0.16795018215964375,-0.9482462592825248,Yes,No
204,DBH FINANCE PLC.,2024,5.07,0,0.0,0,47.25,0.0,1008.56,0,"15%C,2%B",3.85,15.0,2.0,4.9686,46.305,38.18181818181819,0.16795018215964375,-0.9482462592825248,Yes,No
205,DESHBANDHU POLYMER LIMITED,2020,0.1,0,0.0,0,10.48,0.0,6.22,0,5%C,4.81,5.0,0.0,0.1,10.48,10.395010395010395,0.413605906393596,0.8110605518925011,Yes,Yes
206,DESHBANDHU POLYMER LIMITED,2021,0.2,0,0.0,0,18.07,0.0,12.12,0,5%C,3.25,5.0,0.0,0.2,18.07,15.384615384615385,0.413605906393596,0.8110605518925011,Yes,Yes
207,DESHBANDHU POLYMER LIMITED,2022,0.47,0,0.0,0,18.21,0.0,29.09,0,5%C,2.63,5.0,0.0,0.47,18.21,19.011406844106464,0.413605906393596,0.8110605518925011,Yes,Yes
208,DESHBANDHU POLYMER LIMITED,2023,0.59,0,0.0,0,19.2,0.0,35.96,0,2.5%C,1.07,2.5,0.0,0.59,19.2,23.364485981308412,0.413605906393596,0.8110605518925011,Yes,Yes
209,DESHBANDHU POLYMER LIMITED,2024,0.13,0,0.0,0,18.51,0.0,8.13,0,1%C,0.39,1.0,0.0,0.13,18.51,25.641025641025646,0.413605906393596,0.8110605518925011,Yes,Yes
210,DOREEN POWER GENERATIONS AND SYSTEMS LIMITED,2020,6.08,0,0.0,0,44.68,0.0,797.8,0,"10%C,10%B",1.75,10.0,10.0,5.4719999999999995,40.212,51.42857142857142,0.7818740666833554,-0.20272560277136376,Yes,No
211,DOREEN POWER GENERATIONS AND SYSTEMS LIMITED,2021,8.09,0,0.0,0,48.41,0.0,1168.59,0,"13%C,12%B",2.0,13.0,12.0,7.1192,42.6008,57.2,0.7818740666833554,-0.20272560277136376,Yes,No
212,DOREEN POWER GENERATIONS AND SYSTEMS LIMITED,2022,10.31,0,0.0,0,53.15,0.0,1667.94,0,"18%C,12%B",2.35,18.0,12.0,9.0728,46.772,67.40425531914893,0.7818740666833554,-0.20272560277136376,Yes,No
213,DOREEN POWER GENERATIONS AND SYSTEMS LIMITED,2023,3.56,0,0.0,0,50.47,0.0,643.98,0,11%C,1.81,11.0,0.0,3.56,50.47,60.773480662983424,0.7818740666833554,-0.20272560277136376,Yes,No
214,DOREEN POWER GENERATIONS AND SYSTEMS LIMITED,2024,1.81,0,0.0,0,49.57,0.0,327.48,0,10%C,3.94,10.0,0.0,1.81,49.57,25.380710659898476,0.7818740666833554,-0.20272560277136376,Yes,No
215,DUTCH-BANGLA BANK PLC.,2020,10.0,0,0.0,0,58.65,0.0,5498.74,0,"15%C,15%B",2.31,15.0,15.0,8.5,49.8525,55.19480519480519,0.44366663463070455,0.009018385729583892,Yes,Yes
216,DUTCH-BANGLA BANK PLC.,2021,8.79,0,0.0,0,58.44,0.0,5561.08,0,"17.5%C,10%B",2.24,17.5,10.0,7.911,52.596,70.31249999999999,0.44366663463070455,0.009018385729583892,Yes,Yes
217,DUTCH-BANGLA BANK PLC.,2022,8.14,0,0.0,0,59.85,0.0,5661.69,0,"17.5%C,7.5%B",2.8,17.5,7.5,7.5295000000000005,55.36125,57.8125,0.44366663463070455,0.009018385729583892,Yes,Yes
218,DUTCH-BANGLA BANK PLC.,2023,10.72,0,0.0,0,64.41,0.0,8017.4,0,"17.5%C,17.5%B",2.98,17.5,17.5,8.844000000000001,53.13825,48.447986577181204,0.44366663463070455,0.009018385729583892,Yes,Yes
219,DUTCH-BANGLA BANK PLC.,2024,5.39,0,0.0,0,58.72,0.0,4734.76,0,"10%C,10%B",2.08,10.0,10.0,4.851,52.848,43.26923076923077,0.44366663463070455,0.009018385729583892,Yes,Yes
220,EASTERN BANK PLC.,2020,5.15,0,0.0,0,36.28,0.0,4180.38,0,"17.5%C,17.5%B",4.86,17.5,17.5,4.24875,29.931,29.706790123456788,0.6678876210260423,0.7569687590284359,Yes,Yes
221,EASTERN BANK PLC.,2021,5.03,0,0.0,0,33.17,0.0,4800.22,0,"12.5%C,12.5%B",3.25,12.5,12.5,4.40125,29.02375,33.65384615384616,0.6678876210260423,0.7569687590284359,Yes,Yes
222,EASTERN BANK PLC.,2022,4.77,0,0.0,0,33.33,0.0,5120.59,0,"12.5%C,12.5%B",3.93,12.5,12.5,4.17375,29.16375,27.830788804071247,0.6678876210260423,0.7569687590284359,Yes,Yes
223,EASTERN BANK PLC.,2023,5.07,0,0.0,0,33.57,0.0,6122.42,0,"12.5%C,12.5%B",4.27,12.5,12.5,4.43625,29.37375,25.61475409836066,0.6678876210260423,0.7569687590284359,Yes,Yes
224,EASTERN BANK PLC.,2024,4.86,0,0.0,0,31.63,0.0,6598.98,0,"17.5%C,17.5%B",7.2,17.5,17.5,4.0095,26.094749999999998,20.052083333333332,0.6678876210260423,0.7569687590284359,Yes,Yes
225,EASTERN HOUSING LIMITED,2020,3.12,0,0.0,0,62.47,0.0,291.3,0,15%C,3.88,15.0,0.0,3.12,62.47,38.659793814432994,0.9123094632302379,0.7926893644790673,Yes,Yes
226,EASTERN HOUSING LIMITED,2021,3.98,0,0.0,0,70.33,0.0,371.53,0,15%C,2.78,15.0,0.0,3.98,70.33,53.95683453237411,0.9123094632302379,0.7926893644790673,Yes,Yes
227,EASTERN HOUSING LIMITED,2022,5.88,0,0.0,0,74.71,0.0,549.09,0,20%C,3.47,20.0,0.0,5.88,74.71,57.636887608069166,0.9123094632302379,0.7926893644790673,Yes,Yes
228,EASTERN HOUSING LIMITED,2023,7.37,0,0.0,0,80.08,0.0,688.06,0,25%C,2.39,25.0,0.0,7.37,80.08,104.60251046025104,0.9123094632302379,0.7926893644790673,Yes,Yes
229,EASTERN HOUSING LIMITED,2024,6.04,0,0.0,0,83.62,0.0,563.83,0,19%C,2.59,19.0,0.0,6.04,83.62,73.35907335907336,0.9123094632302379,0.7926893644790673,Yes,Yes
230,EASTLAND INSURANCE PLC.,2020,1.12,0,0.0,0,21.32,0.0,91.58,0,"7%C,3%B",2.06,7.0,3.0,1.0864,20.6804,32.96116504854369,0.30542815778100796,-0.5509197536179232,Yes,No
231,EASTLAND INSURANCE PLC.,2021,1.51,0,0.0,0,20.89,0.0,126.81,0,10%C,2.58,10.0,0.0,1.51,20.89,38.75968992248062,0.30542815778100796,-0.5509197536179232,Yes,No
232,EASTLAND INSURANCE PLC.,2022,1.63,0,0.0,0,21.19,0.0,136.82,0,10%C,4.1,10.0,0.0,1.63,21.19,24.39024390243903,0.30542815778100796,-0.5509197536179232,Yes,No
233,EASTLAND INSURANCE PLC.,2023,1.14,0,0.0,0,21.67,0.0,95.97,0,10%C,3.94,10.0,0.0,1.14,21.67,25.380710659898476,0.30542815778100796,-0.5509197536179232,Yes,No
234,EASTLAND INSURANCE PLC.,2024,1.07,0,0.0,0,21.12,0.0,89.51,0,10%C,5.24,10.0,0.0,1.07,21.12,19.083969465648853,0.30542815778100796,-0.5509197536179232,Yes,No
235,ENVOY TEXTILES LIMITED,2020,1.63,0,0.0,0,40.57,0.0,274.12,0,5%C,2.36,5.0,0.0,1.63,40.57,21.186440677966104,-0.40332081621859583,-0.4394539935173501,No,No
236,ENVOY TEXTILES LIMITED,2021,0.56,0,0.0,0,37.79,0.0,94.77,0,10%C,1.7,10.0,0.0,0.56,37.79,58.82352941176471,-0.40332081621859583,-0.4394539935173501,No,No
237,ENVOY TEXTILES LIMITED,2022,2.99,0,0.0,0,38.21,0.0,501.31,0,15%C,3.39,15.0,0.0,2.99,38.21,44.24778761061947,-0.40332081621859583,-0.4394539935173501,No,No
238,ENVOY TEXTILES LIMITED,2023,1.95,0,0.0,0,38.57,0.0,327.28,0,15%C,3.36,15.0,0.0,1.95,38.57,44.642857142857146,-0.40332081621859583,-0.4394539935173501,No,No
239,ENVOY TEXTILES LIMITED,2024,3.58,0,0.0,0,51.93,0.0,600.39,0,20%C,5.97,20.0,0.0,3.58,51.93,33.50083752093803,-0.40332081621859583,-0.4394539935173501,No,No
240,ESQUIRE KNIT COMPOSITE PLC,2020,1.97,0,0.0,0,50.61,0.0,266.0,0,15%C,6.85,15.0,0.0,1.97,50.61,21.897810218978105,0.4348116590000401,-0.26672876895088604,Yes,No
241,ESQUIRE KNIT COMPOSITE PLC,2021,2.2,0,0.0,0,64.17,0.0,296.9,0,15%C,3.69,15.0,0.0,2.2,64.17,40.65040650406504,0.4348116590000401,-0.26672876895088604,Yes,No
242,ESQUIRE KNIT COMPOSITE PLC,2022,2.36,0,0.0,0,37.48,0.0,318.67,0,10%C,2.83,10.0,0.0,2.36,37.48,35.3356890459364,0.4348116590000401,-0.26672876895088604,Yes,No
243,ESQUIRE KNIT COMPOSITE PLC,2023,0.62,0,0.0,0,37.59,0.0,84.29,0,10%C,2.87,10.0,0.0,0.62,37.59,34.843205574912886,0.4348116590000401,-0.26672876895088604,Yes,No
244,ESQUIRE KNIT COMPOSITE PLC,2024,0.41,0,0.0,0,65.19,0.0,55.52,0,10%C,4.9,10.0,0.0,0.41,65.19,20.40816326530612,0.4348116590000401,-0.26672876895088604,Yes,No
245,EXPRESS INSURANCE LTD.,2020,1.64,0,1.34,0,19.0,15.52,87.45,0,7%C,1.8,7.0,0.0,1.64,19.0,38.88888888888889,-0.4106041914619757,0.6759802105121298,No,Yes
246,EXPRESS INSURANCE LTD.,2021,1.85,0,0.0,0,17.09,0.0,120.81,0,10%C,2.87,10.0,0.0,1.85,17.09,34.843205574912886,-0.4106041914619757,0.6759802105121298,No,Yes
247,EXPRESS INSURANCE LTD.,2022,1.33,0,0.0,0,17.93,0.0,86.64,0,7%C,2.56,7.0,0.0,1.33,17.93,27.34375,-0.4106041914619757,0.6759802105121298,No,Yes
